ids,ldcgrn,othssame,chemgen,natchld,natpark,sex,nukegen,harmgood,topprob1,drivless,grnmoney,topprob2,peopgrn,natsci,grngroup,redcehme,grntaxes,grncon,govdook,knowsol,chemfree,ihlpgrn,tempgen1,recycle,grndemo,impgrn,scigrn,h2oless,carsgen,indusgen,grnprice,grwthelp,nobuygrn,grneffme,helpharm,grnprog,toodifme,grnsign,harmsgrn,grnexagg,popgrwth,watergen,natenrgy,busgrn,natsoc,privent,grnsol,natroad,age,usdoenuf,grwtharm,econgrn,race,polgreed,polviews,grnintl,knwcause,grnecon,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,8_clusters,9_clusters
278,2,2,2,1,1,Female,1,2,Health care,2,0,The economy,Use the tax system to reward people who protect the environment,2,0,2,2,4,2,3,2,4,2,4,0,2,4,2,2,2,2,4,2,4,2,2,2,0,4,2,4,2,2,Use the tax system to reward businesses that protect the environment,1,2,2,2,37,2,2,4,Other,4,6,5,3,2,1,2,2,2,0,6,6,1
154,2,3,3,2,2,Male,1,3,Health care,3,0,Poverty,More information and education for people about the advantages of protecting the environment,3,0,3,2,5,2,3,3,3,1,3,0,3,3,3,2,1,2,4,3,4,3,4,4,0,4,3,4,2,1,More information and education for businesses about the advantages of protecting the environment,2,4,2,2,25,2,4,4,Other,2,4,4,3,3,1,2,0,3,3,1,5,2
1107,4,2,1,1,1,Female,1,2,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,1,5,3,3,1,1,2,1,1,0,2,2,1,3,1,3,4,1,NaN,4,2,4,0,4,3,4,1,1,Use the tax system to reward businesses that protect the environment,1,2,5,1,51,NaN,2,4,White,3,4,3,3,4,0,2,0,1,2,5,4,0
1369,2,2,4,2,2,Male,4,1,Education,1,0,The economy,Heavy fines for people who damage the environment,2,0,1,5,2,2,2,1,2,4,2,0,4,1,1,4,4,5,2,1,4,2,3,2,0,4,4,5,3,1,Use the tax system to reward businesses that protect the environment,2,5,5,2,33,NaN,1,2,White,4,5,2,3,4,0,1,1,4,4,2,3,6
4,3,3,2,2,2,Female,5,3,Education,NaN,0,The environment,Heavy fines for people who damage the environment,2,0,2,5,3,4,1,4,1,2,3,0,2,4,3,2,5,NaN,4,2,1,2,4,1,0,4,1,2,2,2,More information and education for businesses about the advantages of protecting the environment,1,4,5,2,82,2,4,4,White,4,6,2,1,4,0,1,0,3,1,4,0,7
524,3,4,2,1,1,Female,2,2,Poverty,3,1,Education,Use the tax system to reward people who protect the environment,2,0,1,5,5,3,3,2,3,1,2,0,2,4,1,2,2,3,2,2,2,4,4,3,0,4,2,3,1,1,Use the tax system to reward businesses that protect the environment,1,4,2,1,41,1,4,2,White,4,4,3,3,3,1,2,0,1,2,5,2,0
1409,2,1,3,2,2,Male,3,2,The economy,1,0,Terrorism,Use the tax system to reward people who protect the environment,1,0,2,5,2,1,3,3,4,4,2,1,2,2,2,2,1,5,3,2,4,2,2,1,0,3,4,2,1,2,Use the tax system to reward businesses that protect the environment,1,4,5,3,40,3,2,1,White,5,2,3,4,3,0,1,1,4,4,2,3,6
527,3,3,2,1,2,Female,1,4,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,1,4,3,4,2,1,2,3,3,0,3,3,1,2,2,4,3,1,2,3,2,3,0,2,2,3,3,1,Use the tax system to reward businesses that protect the environment,2,3,4,1,89,1,3,NaN,White,NaN,4,5,2,4,0,2,0,1,2,5,4,3
1019,3,2,2,2,1,Female,2,3,NaN,1,0,NaN,Use the tax system to reward people who protect the environment,NaN,0,1,4,3,2,3,3,1,2,1,1,3,2,1,3,2,2,4,1,4,2,2,2,0,3,2,3,2,NaN,Use the tax system to reward businesses that protect the environment,1,2,4,1,36,2,2,4,White,4,4,4,3,3,0,2,0,1,2,5,4,0
523,2,1,3,2,3,Male,4,3,The economy,1,1,Terrorism,More information and education for people about the advantages of protecting the environment,3,0,2,4,3,2,2,2,4,4,3,0,1,4,3,4,3,4,4,2,4,4,2,2,0,3,4,2,3,1,More information and education for businesses about the advantages of protecting the environment,2,5,2,1,71,2,1,4,White,3,2,4,3,3,0,1,1,4,1,4,1,4
1014,2,5,3,1,2,Male,3,3,Education,1,0,The economy,Use the tax system to reward people who protect the environment,1,0,1,5,3,1,4,1,2,2,2,0,3,2,1,3,2,5,3,2,2,2,2,4,0,4,4,4,1,2,Use the tax system to reward businesses that protect the environment,1,2,2,2,31,2,4,2,White,5,4,4,4,2,0,1,0,1,2,0,0,3
1015,2,2,1,2,2,Female,3,3,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,1,4,3,1,3,3,2,5,2,0,3,2,1,3,3,4,4,2,2,4,4,3,0,2,4,2,3,1,Heavy fines for businesses that damage the environment,1,4,5,1,39,2,2,2,White,5,1,4,3,5,0,1,1,4,4,2,3,6
1016,2,2,3,2,2,Male,3,1,Terrorism,1,0,Education,Use the tax system to reward people who protect the environment,2,0,4,5,3,1,3,2,2,4,3,0,3,3,2,3,3,4,3,2,2,3,2,2,0,2,4,1,3,3,Use the tax system to reward businesses that protect the environment,3,5,4,1,39,2,2,2,White,5,2,1,4,4,0,1,1,4,4,2,3,6
1400,3,2,2,1,1,Male,2,4,Health care,1,0,Immigration,More information and education for people about the advantages of protecting the environment,2,0,1,5,4,2,3,1,3,4,2,0,2,3,1,3,2,5,4,1,3,4,4,3,0,4,4,3,3,1,Heavy fines for businesses that damage the environment,1,3,5,2,26,NaN,2,4,White,4,4,4,3,4,0,1,0,1,2,0,0,3
1011,2,2,2,2,2,Male,3,2,The economy,2,0,Education,Heavy fines for people who damage the environment,2,0,2,5,4,2,2,2,4,4,3,0,3,2,2,3,3,2,2,2,3,2,2,2,0,4,4,2,2,1,Heavy fines for businesses that damage the environment,1,4,2,2,51,2,2,2,White,4,2,5,3,4,0,1,1,4,1,4,1,4
1012,2,2,4,3,2,Male,3,3,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,3,0,1,5,3,1,3,2,3,NaN,NaN,0,3,1,2,3,4,4,3,1,2,2,4,2,0,2,4,1,4,3,More information and education for businesses about the advantages of protecting the environment,3,5,4,1,57,3,2,3,White,5,1,2,3,3,0,1,1,4,4,2,3,6
1451,4,4,2,1,1,Male,3,2,Crime,1,0,The economy,More information and education for people about the advantages of protecting the environment,2,0,1,4,3,4,2,1,4,2,3,0,3,4,1,3,1,3,4,1,2,2,4,4,0,2,2,2,2,1,More information and education for businesses about the advantages of protecting the environment,1,3,4,2,45,2,2,3,Other,5,4,5,2,2,0,2,0,1,2,0,0,3
1234,2,2,3,3,1,Male,NaN,2,The economy,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,3,0,1,4,4,4,1,2,4,3,4,0,2,4,2,3,3,3,4,1,4,4,3,2,0,3,3,NaN,3,1,Heavy fines for businesses that damage the environment,2,5,2,1,39,2,3,3,White,3,2,4,2,4,0,1,1,1,1,4,1,4
1236,2,4,3,2,2,Female,3,3,Health care,1,0,The environment,More information and education for people about the advantages of protecting the environment,2,0,2,3,5,3,3,1,3,2,3,0,3,4,2,3,2,2,4,1,4,5,3,4,0,4,4,5,2,1,Heavy fines for businesses that damage the environment,1,4,3,1,80,1,3,5,White,4,4,5,3,3,0,2,0,1,2,5,4,0
448,2,2,1,1,2,Female,4,1,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,3,3,4,3,3,4,4,4,0,4,4,2,3,2,2,4,3,4,2,2,2,0,2,3,3,1,1,Use the tax system to reward businesses that protect the environment,2,3,2,1,60,1,2,2,White,2,6,2,4,4,1,2,2,2,1,6,1,4
1230,3,4,3,2,1,Female,3,2,The environment,NaN,0,Terrorism,More information and education for people about the advantages of protecting the environment,2,0,1,3,5,1,3,2,3,3,2,0,3,1,1,3,2,4,1,1,4,3,4,4,0,1,4,5,3,1,Heavy fines for businesses that damage the environment,NaN,1,2,NaN,89,2,4,3,White,1,3,4,2,1,0,2,0,1,2,5,4,0
1338,3,3,3,2,2,Female,3,3,Education,2,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,3,3,3,3,2,3,3,2,0,3,3,2,3,3,3,3,2,NaN,3,3,NaN,0,3,3,3,4,1,NaN,1,3,3,2,29,1,4,4,White,3,4,3,3,4,0,2,0,1,1,5,4,4
1232,4,4,1,2,1,Male,1,1,The economy,1,1,The environment,More information and education for people about the advantages of protecting the environment,1,1,1,4,4,1,3,3,4,2,3,0,4,4,2,1,1,4,4,2,4,2,2,4,1,4,4,5,1,1,Heavy fines for businesses that damage the environment,1,4,4,1,48,1,2,4,White,2,5,5,3,3,1,0,3,0,5,3,2,8
443,2,4,2,3,1,Female,1,2,Terrorism,3,0,The economy,Use the tax system to reward people who protect the environment,2,0,3,2,5,4,3,4,4,1,4,0,5,4,3,2,1,2,5,3,3,5,4,4,1,2,3,4,3,2,Heavy fines for businesses that damage the environment,2,2,4,1,56,2,2,4,Black,5,2,5,3,5,1,2,0,3,3,1,5,2
442,2,2,1,1,1,Female,1,3,Health care,2,1,Education,More information and education for people about the advantages of protecting the environment,1,0,3,3,5,3,3,4,2,1,4,0,3,3,2,3,1,3,3,3,4,2,4,2,0,4,2,3,1,1,More information and education for businesses about the advantages of protecting the environment,1,2,2,1,48,1,3,4,Black,3,6,4,2,3,1,0,3,0,5,3,7,5
441,2,4,2,1,NaN,Female,1,3,Health care,3,0,The economy,More information and education for people about the advantages of protecting the environment,3,0,3,3,4,3,4,3,3,1,3,0,2,3,2,2,1,2,3,2,4,4,4,4,0,4,2,NaN,2,1,Heavy fines for businesses that damage the environment,1,2,2,1,50,2,3,4,Other,3,4,4,4,2,1,2,2,3,3,1,5,2
440,2,2,2,1,2,Female,1,2,Immigration,1,0,The economy,Heavy fines for people who damage the environment,2,0,3,2,3,1,3,1,2,2,3,0,2,1,3,2,2,3,2,2,4,2,4,2,0,5,2,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,3,2,2,21,1,3,4,White,4,5,2,4,2,1,2,2,2,0,6,6,1
1330,2,2,2,1,2,Female,1,3,The economy,1,0,The environment,More information and education for people about the advantages of protecting the environment,1,0,4,5,5,NaN,1,4,3,1,3,0,2,3,3,1,1,NaN,4,3,NaN,3,2,2,0,4,2,3,1,1,More information and education for businesses about the advantages of protecting the environment,1,NaN,2,2,54,NaN,2,3,White,2,5,4,3,2,1,2,2,2,0,6,6,1
1333,2,4,2,2,1,Female,3,NaN,Health care,1,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,2,4,5,2,4,2,4,2,3,0,2,4,1,1,2,2,5,3,4,4,4,2,0,2,2,4,2,2,More information and education for businesses about the advantages of protecting the environment,2,2,4,3,39,1,2,4,White,3,4,4,4,2,0,2,2,2,0,5,4,0
1332,2,1,1,1,1,Female,1,5,Immigration,2,0,Education,Heavy fines for people who damage the environment,1,0,2,1,5,3,1,2,5,1,2,0,1,5,2,1,1,2,5,2,4,5,5,5,0,5,1,5,1,1,Heavy fines for businesses that damage the environment,1,3,2,1,51,1,5,2,White,5,3,5,1,5,1,2,0,3,3,1,5,2
1349,2,1,1,1,2,Female,1,3,Health care,1,0,The environment,More information and education for people about the advantages of protecting the environment,3,0,4,2,5,3,1,2,4,2,2,0,1,4,3,1,1,2,5,2,2,NaN,4,4,0,4,1,2,2,3,Heavy fines for businesses that damage the environment,2,5,2,2,49,2,3,2,Black,5,4,4,1,3,0,2,0,3,3,1,5,7
109,2,2,2,1,2,Female,4,2,Terrorism,2,1,Health care,Use the tax system to reward people who protect the environment,1,0,2,2,5,4,1,2,4,3,4,0,2,2,2,3,2,2,2,2,2,4,2,4,0,4,2,2,2,1,Use the tax system to reward businesses that protect the environment,1,3,2,2,51,1,2,4,White,4,4,5,1,2,1,0,2,0,5,3,2,0
102,3,2,3,2,1,Male,2,3,Terrorism,NaN,0,Immigration,More information and education for people about the advantages of protecting the environment,2,0,3,3,5,3,3,2,4,2,3,0,2,3,3,3,3,3,4,2,5,3,4,4,0,4,3,4,2,1,More information and education for businesses about the advantages of protecting the environment,2,4,3,1,31,2,4,3,Other,3,4,3,3,3,0,2,0,3,3,1,5,2
100,2,1,1,1,1,Female,2,2,The economy,2,1,Poverty,More information and education for people about the advantages of protecting the environment,1,0,NaN,2,5,2,3,3,5,2,3,0,2,1,4,1,1,2,5,4,2,2,4,2,1,1,2,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,69,1,2,4,White,3,4,5,4,1,1,0,3,0,5,3,7,5
106,2,2,2,1,1,Female,3,3,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,3,4,2,1,2,4,4,3,0,2,3,1,3,3,3,3,1,2,2,4,2,0,4,2,4,2,1,Heavy fines for businesses that damage the environment,1,4,3,1,68,1,2,4,White,5,4,4,3,2,0,2,2,1,1,5,4,4
107,2,2,2,1,NaN,Male,4,2,The economy,NaN,1,Terrorism,More information and education for people about the advantages of protecting the environment,1,0,4,2,5,1,3,3,4,1,NaN,0,3,2,1,2,1,1,4,1,3,2,4,2,0,2,2,4,1,1,Heavy fines for businesses that damage the environment,1,4,3,NaN,61,1,2,4,White,2,7,5,4,3,1,0,3,0,5,3,2,5
105,1,1,1,1,1,Male,2,2,The environment,1,0,Terrorism,NaN,1,0,4,1,5,4,4,2,5,1,4,0,1,4,1,1,1,1,2,3,5,1,1,2,0,2,1,4,1,1,NaN,NaN,5,2,2,51,1,2,5,White,4,4,5,4,1,1,0,2,2,0,6,6,1
902,2,2,3,2,1,Female,3,2,The economy,1,0,Poverty,Heavy fines for people who damage the environment,2,0,1,2,5,4,3,2,4,1,1,0,2,2,1,2,2,2,3,2,4,4,2,2,0,4,2,3,1,1,Use the tax system to reward businesses that protect the environment,1,4,2,2,37,1,3,4,White,2,4,4,5,3,1,2,2,2,0,5,4,0
2044,3,2,3,3,2,Male,5,1,Immigration,NaN,0,The economy,Heavy fines for people who damage the environment,2,0,1,5,2,1,4,1,1,4,1,0,4,4,1,4,3,4,5,1,2,2,5,3,0,4,4,2,3,3,Heavy fines for businesses that damage the environment,3,5,4,2,30,2,2,1,White,4,4,2,3,4,0,1,1,4,4,2,3,6
901,1,2,1,2,2,Female,3,4,The economy,1,0,The environment,More information and education for people about the advantages of protecting the environment,1,0,1,NaN,4,4,1,3,4,3,NaN,0,4,4,1,3,3,2,5,2,2,2,5,5,0,5,4,4,1,1,NaN,3,2,5,3,42,3,4,4,Other,2,1,4,1,5,0,1,0,3,3,0,0,3
2042,2,2,1,1,2,Female,3,4,Health care,1,0,Crime,Use the tax system to reward people who protect the environment,3,0,4,5,5,2,1,2,4,3,4,0,2,2,2,2,1,4,4,2,2,2,2,1,0,4,2,4,1,2,Use the tax system to reward businesses that protect the environment,2,4,5,2,54,2,2,4,White,5,5,4,2,4,0,2,0,3,3,4,1,7
2040,2,2,4,2,2,Male,4,2,Health care,2,1,Immigration,Use the tax system to reward people who protect the environment,2,1,2,3,3,3,4,2,4,3,3,0,2,4,1,3,3,3,4,2,3,2,4,2,0,3,3,3,3,2,Use the tax system to reward businesses that protect the environment,3,4,4,1,62,2,2,3,White,2,3,4,4,4,0,1,1,4,4,2,3,6
2041,1,1,3,2,2,Female,5,2,Health care,2,0,The economy,More information and education for people about the advantages of protecting the environment,1,0,3,5,2,2,3,1,4,5,4,0,3,2,4,4,3,5,3,NaN,2,4,4,2,0,3,4,4,1,1,Heavy fines for businesses that damage the environment,1,5,5,2,66,1,2,2,White,5,1,1,3,5,0,1,1,4,4,2,3,6
908,3,2,3,2,2,Female,3,2,The economy,1,0,Education,Use the tax system to reward people who protect the environment,2,0,2,5,3,3,2,1,2,4,2,0,4,3,1,4,3,4,3,1,3,3,3,3,0,3,4,3,3,2,Use the tax system to reward businesses that protect the environment,1,3,5,2,52,2,2,3,White,2,2,3,2,5,0,1,1,4,4,0,3,3
695,3,NaN,3,2,2,Male,4,1,The economy,1,0,Terrorism,Use the tax system to reward people who protect the environment,2,0,2,5,4,2,2,2,3,NaN,4,0,5,3,1,4,3,3,3,2,3,NaN,4,2,NaN,1,5,2,3,3,Heavy fines for businesses that damage the environment,3,5,3,1,43,2,1,1,White,4,2,1,2,4,0,1,1,4,4,2,3,6
1847,4,2,3,1,2,Female,4,2,The economy,1,0,Poverty,Use the tax system to reward people who protect the environment,1,0,1,5,3,2,1,1,2,4,1,0,2,4,1,3,3,5,4,1,2,2,4,4,0,2,4,5,3,2,Use the tax system to reward businesses that protect the environment,1,4,5,2,68,2,2,2,White,4,3,2,2,4,0,1,1,4,4,0,3,3
1846,4,2,3,1,1,Female,1,3,Education,4,1,The economy,More information and education for people about the advantages of protecting the environment,2,0,2,3,3,2,3,4,4,2,2,0,3,3,1,3,1,3,5,2,2,4,4,2,0,4,4,4,NaN,2,Heavy fines for businesses that damage the environment,1,4,5,1,20,1,2,5,Black,4,4,5,3,5,0,2,0,3,3,1,5,7
1845,3,4,NaN,2,1,Female,3,3,Education,1,0,Health care,NaN,1,0,1,5,2,3,1,1,3,3,1,0,3,3,1,4,3,5,4,1,2,3,3,5,0,4,NaN,3,3,1,NaN,2,NaN,5,3,25,1,3,3,Black,3,4,3,1,4,0,1,0,1,2,0,0,3
1844,3,3,4,2,2,Male,4,3,Health care,1,0,Education,More information and education for people about the advantages of protecting the environment,2,0,1,5,NaN,NaN,1,1,3,4,1,0,3,3,1,4,4,4,3,1,3,3,3,3,0,3,3,3,3,2,Heavy fines for businesses that damage the environment,2,4,4,2,46,1,3,3,White,3,4,3,1,3,0,1,1,1,2,0,0,3
1537,2,2,1,2,2,Female,2,1,The economy,2,0,Education,More information and education for people about the advantages of protecting the environment,1,0,3,5,3,1,1,3,4,2,NaN,0,2,1,1,2,2,5,5,2,4,3,3,3,0,3,3,5,2,1,Use the tax system to reward businesses that protect the environment,1,3,5,2,59,2,3,3,White,5,1,3,1,3,0,2,0,1,1,4,1,4
1536,1,3,4,2,2,Male,3,2,Crime,1,0,Immigration,More information and education for people about the advantages of protecting the environment,2,0,1,3,4,2,3,1,3,4,2,0,2,3,1,4,4,3,4,1,3,2,3,2,0,3,4,3,3,2,Heavy fines for businesses that damage the environment,1,3,4,1,41,2,3,2,White,4,2,4,3,4,0,1,1,4,4,2,3,3
1534,1,2,2,2,2,Female,1,2,Education,3,0,The environment,Heavy fines for people who damage the environment,2,0,3,1,5,NaN,3,2,4,1,4,0,2,2,1,2,1,2,2,1,4,2,1,2,0,4,1,3,2,1,Heavy fines for businesses that damage the environment,1,4,1,1,37,1,3,2,Other,NaN,5,5,3,1,1,0,2,2,0,6,6,1
1533,2,2,1,1,2,Female,1,1,The environment,2,0,Poverty,More information and education for people about the advantages of protecting the environment,1,0,2,2,4,2,3,1,2,2,4,0,2,4,1,2,1,1,2,2,3,3,4,2,1,4,2,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,3,NaN,2,38,1,4,2,White,4,3,4,3,2,1,0,2,2,0,6,6,8
1244,2,2,2,1,1,Female,3,4,Education,3,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,3,3,5,2,1,3,4,3,4,0,2,2,1,3,3,3,4,2,4,4,4,4,0,2,2,4,3,1,More information and education for businesses about the advantages of protecting the environment,1,2,3,1,38,1,2,3,Black,4,2,4,1,4,0,2,2,3,1,4,1,4
647,3,1,1,NaN,2,Male,3,2,Terrorism,3,0,Health care,Heavy fines for people who damage the environment,2,0,2,4,4,3,1,2,3,3,3,0,1,3,3,2,2,3,3,3,4,4,2,2,0,4,3,4,2,1,Heavy fines for businesses that damage the environment,2,4,5,1,60,1,3,4,White,3,2,3,2,2,1,2,2,2,1,4,1,4
1246,3,4,1,2,2,Female,4,1,The economy,1,1,Education,More information and education for people about the advantages of protecting the environment,1,0,2,4,4,3,1,2,4,2,3,0,3,3,1,3,2,3,3,3,2,3,2,2,0,4,1,5,2,1,Use the tax system to reward businesses that protect the environment,2,3,4,2,47,1,2,2,White,3,5,4,2,2,1,0,2,0,5,5,2,0
1249,2,2,3,2,1,Female,1,2,NaN,2,0,NaN,Heavy fines for people who damage the environment,2,0,4,2,5,3,3,1,4,1,4,0,2,4,4,2,2,2,2,4,4,4,3,2,0,4,2,2,1,1,Heavy fines for businesses that damage the environment,1,NaN,4,3,31,1,2,4,Black,2,4,4,3,2,1,2,2,2,0,6,6,1
437,2,4,3,1,2,Female,1,4,Health care,1,0,Terrorism,More information and education for people about the advantages of protecting the environment,3,0,1,5,3,3,1,3,2,3,1,0,4,2,1,2,1,5,4,1,2,4,4,2,0,4,4,3,3,3,More information and education for businesses about the advantages of protecting the environment,1,4,5,2,52,2,2,4,Black,3,4,4,1,4,0,1,0,1,2,0,0,3
435,2,2,3,1,2,Female,3,2,The economy,1,0,Education,Heavy fines for people who damage the environment,1,0,4,3,5,3,3,3,4,3,3,0,2,3,1,3,2,2,3,2,2,3,4,4,0,3,2,3,3,2,Heavy fines for businesses that damage the environment,1,3,3,3,26,2,2,3,White,2,6,4,3,4,0,2,2,2,1,1,4,0
433,1,2,2,1,2,Female,1,NaN,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,2,0,1,4,4,4,2,2,3,4,1,0,3,3,1,3,3,3,4,1,2,4,3,3,0,4,3,3,1,2,More information and education for businesses about the advantages of protecting the environment,1,2,5,1,37,2,2,3,Black,3,3,4,2,4,0,1,0,1,2,0,0,3
1539,1,1,2,NaN,2,Female,3,5,The economy,1,0,Health care,More information and education for people about the advantages of protecting the environment,1,0,2,2,4,2,3,1,5,3,3,0,1,4,3,3,2,2,1,1,2,1,2,1,NaN,2,1,4,1,1,Use the tax system to reward businesses that protect the environment,NaN,4,2,NaN,67,1,1,2,White,3,4,5,4,1,1,0,2,2,0,6,6,1
431,2,2,3,2,2,Female,5,2,Health care,3,0,Education,More information and education for people about the advantages of protecting the environment,2,0,3,5,4,4,3,3,2,4,4,0,2,3,1,3,1,5,4,2,3,2,2,2,0,4,2,2,3,2,Heavy fines for businesses that damage the environment,1,3,5,1,69,2,2,4,White,2,5,4,3,2,0,1,1,1,1,4,1,4
339,2,2,4,1,1,Male,3,2,Immigration,2,0,Education,More information and education for people about the advantages of protecting the environment,1,0,4,2,5,2,3,4,4,3,4,0,2,2,4,3,2,2,4,4,4,4,4,4,0,4,3,2,1,1,More information and education for businesses about the advantages of protecting the environment,2,2,1,2,27,2,4,4,Other,4,2,5,4,2,1,2,2,2,0,1,5,2
335,1,3,2,2,3,Female,2,4,Health care,2,1,Terrorism,Use the tax system to reward people who protect the environment,NaN,1,2,4,2,3,3,3,4,2,2,0,3,4,1,5,3,1,3,3,2,3,2,4,1,2,2,5,2,1,More information and education for businesses about the advantages of protecting the environment,1,4,4,3,79,2,1,5,White,2,6,3,3,3,1,0,3,0,5,3,2,8
334,3,3,3,1,2,Male,3,3,The economy,1,0,Health care,NaN,3,0,2,3,3,4,2,2,3,3,3,0,3,3,2,2,2,3,4,2,3,4,3,3,0,3,3,3,2,1,Heavy fines for businesses that damage the environment,2,NaN,3,3,29,2,3,3,Black,4,5,3,2,3,0,2,0,1,2,0,0,7
337,1,5,5,2,1,Male,NaN,2,Education,NaN,0,None of these,More information and education for people about the advantages of protecting the environment,1,0,1,5,2,4,2,1,1,NaN,3,0,5,4,1,4,4,5,4,1,3,4,4,5,0,3,3,2,4,3,More information and education for businesses about the advantages of protecting the environment,2,1,5,2,20,2,4,3,Black,2,6,NaN,2,2,0,1,1,1,2,0,0,3
332,1,2,1,2,2,Female,1,1,Terrorism,NaN,0,Health care,More information and education for people about the advantages of protecting the environment,3,0,3,4,5,4,5,1,4,1,3,0,2,3,1,2,1,2,4,1,2,4,1,4,0,1,4,2,2,2,More information and education for businesses about the advantages of protecting the environment,2,5,1,3,37,1,2,4,Black,2,3,5,3,4,0,2,2,1,2,5,4,0
1908,2,2,1,2,2,Female,1,2,Health care,1,0,The economy,Heavy fines for people who damage the environment,2,0,2,5,5,2,4,3,2,3,4,0,2,2,3,2,1,5,4,1,2,4,2,2,0,2,2,2,3,2,Use the tax system to reward businesses that protect the environment,1,2,5,3,39,1,2,4,Black,NaN,7,4,3,4,0,2,0,1,2,4,0,7
473,1,5,3,2,2,Male,5,1,The economy,1,0,Immigration,NaN,3,0,1,5,2,1,3,1,3,5,1,0,5,5,1,5,5,5,4,1,1,3,5,1,0,1,5,1,3,3,NaN,1,5,5,1,35,3,1,1,Other,5,6,1,5,5,0,1,1,4,4,2,3,6
1906,4,3,1,2,1,Female,3,2,The environment,3,1,Health care,More information and education for people about the advantages of protecting the environment,2,0,3,2,3,2,4,3,5,3,3,0,3,4,3,2,2,1,2,3,4,2,5,2,1,4,2,4,1,1,More information and education for businesses about the advantages of protecting the environment,1,4,2,1,34,1,3,4,White,4,5,4,5,2,1,0,3,0,5,3,7,5
